video_id,channel_id,channel_title,title,view_count,like_count,comment_count,published_at,outlier_score
15JsqwjP01U,UCUmkohNO9C1P0asCjedURvw,Personal Finance for Teens,Student Loans 101,108,1,0,2020-04-05 22:48:13+03:00,0.8594
mqIHa6URUPk,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Problem With Index Funds,342023,8363,673,2025-04-27 15:01:16+03:00,0.8593
Gse7iE6fn1M,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,Average Salary in the U.S. 2025 💰 How does YOUR income compare?,8463,227,33,2025-07-22 23:39:36+03:00,0.8575
sWgx3OX5UYg,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,Save before you spend. Invest before you relax. Freedom will follow. #financialfreedom,3,0,0,2026-01-02 18:30:16+03:00,0.8571
dyPpNvQK7BU,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Can I save £300k in 6 years (or less?),867,50,17,2026-08-06 00:29:20+03:00,0.8547
RxCqxhRsHiY,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Risk of (Individual) Stocks,296362,8467,1624,2025-06-08 15:00:50+03:00,0.8481
YYItacMa8Mg,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS: Bilt Credit Card Changes (And Additions) Coming - Party over? Or just beginning?,7544,233,89,2025-02-07 00:27:35+03:00,0.8452
AFXWKvSIN-I,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Spend the day with me as a 34 year old entrepreneur studying to be a financial advisor,839,19,2,2026-08-12 17:18:08+03:00,0.8398
ucPv1L87Orw,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,Is Chase Freedom Flex DEAD? Has popular cash back credit card been discontinued?,9502,389,101,2025-07-01 00:24:52+03:00,0.8271
-fhON4Ll9DI,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,Don’t miss this LIFE Changing Stock‼️,101257,6917,1044,2026-07-28 02:02:34+03:00,0.825
dOIeGEqu4PY,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,A Simple Way To Understand Investing & Why You Absolutely NEED To Do It #financialfreedom,1184,30,7,2026-07-14 22:54:24+03:00,0.8127
mpS4JQc4XZQ,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Tax and YOU 💰📝,53,1,0,2021-11-27 04:35:27+03:00,0.8104
usrc523pPr0,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The AI Bubble Is About to Burst? How to Protect Yourself (European Investor),190790,3692,260,2025-10-16 20:01:17+03:00,0.8069
8ez8obdliEI,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,The Market Just BLEW UP,93558,4775,583,2026-04-09 03:23:50+03:00,0.8061
xzDFbv_JSks,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Was I Wrong About Covered Calls?,106625,4318,1286,2025-10-05 15:01:43+03:00,0.7938
GXRxQ-1mh9k,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Swing Trading vs. Day Trading | Personal Finance Insider,6100,61,2,2022-06-08 19:00:41+03:00,0.7934
pPMG50H1HeY,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,"This stock will go to $1,000‼️",80747,5286,692,2026-08-14 03:20:00+03:00,0.7932
ZMjGiKnb_KQ,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,My NEW Credit Card and NEW Credit Card Strategy 👉👉 (Including What Cards Must Be Sacrificed) 💳,7629,363,76,2025-02-28 00:45:46+03:00,0.79
98HM_aZlmcU,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,If you bought a car between 2007 and 2024 watch this #automotivefinance,1088,20,5,2026-03-15 23:35:37+03:00,0.7864
K3sYY3T7V8k,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Covered Calls: What People (Still) Get Wrong,123884,5338,1282,2025-10-26 15:00:38+03:00,0.7836
tcQi7vdfbPk,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,What 600k can buy you in Quebec,341,14,9,2023-11-04 01:00:28+03:00,0.783
lZ57UuJOYYY,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,I’m Loading the Boat on this Stock‼️ Epic Growth Ahead,109296,4056,256,2026-06-12 23:49:46+03:00,0.7816
z92dZIZHolM,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Basics of Investing - Where can you invest money in 2020!,119,12,5,2019-10-18 23:59:05+03:00,0.7808
CgCXeT_lzeI,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,How To Become A Financial Adviser UK,1288,76,19,2026-04-02 20:00:14+03:00,0.7801
PqHjrwjIn6g,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Is the XTB ISA Worth It In 2026?,1495,46,23,2026-03-07 18:09:36+03:00,0.7797
7q3-xTU2ycA,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Multiple Streams of Income | Raksi Monique,55,7,0,2019-06-07 01:00:00+03:00,0.7768
qXo5CwX1h7o,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,"I could make 900$ or lose 2,500$ / all my options spreads with interactive brokers",372,7,3,2023-11-14 02:00:29+03:00,0.7766
SrGXJ5NkF_8,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,One ETF is NOT All You Need (European Investor),105630,2284,153,2026-03-26 21:00:00+03:00,0.7755
2lLfFis6_FU,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS: Citi Rewards+ to return as Citi Strata Credit Card 💳 I have mixed feelings 🤨,5855,249,47,2025-05-22 20:45:10+03:00,0.7695
aCJPv2Jox_o,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Best high interest savings account in Canada,436,15,14,2023-10-24 01:00:01+03:00,0.7694
MDcoPZ5cAbg,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,top 10 stocks to buy UNDER $100,85822,5721,630,2026-04-08 00:23:01+03:00,0.7669
BN28SZ82V-Q,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW: Citi Strata Elite CONFIRMED! Travel Credit Card to Rival Amex Platinum & Chase Sapphire Reserve,7579,273,36,2025-07-15 20:36:17+03:00,0.7632
0yQ3btW1SI8,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS/RUMOR: US Bank Smartly Visa Credit Card Shutting Down! 💳 (My research suggests it's true.),6354,214,56,2025-03-13 19:50:52+03:00,0.7623
FJm3rrbDHtA,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,Top 5 Dividend Stocks to Buy in 2026‼️,98616,6741,734,2026-04-21 03:08:23+03:00,0.7617
s3vbnBp6jN0,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,My Big Stock is about to go INSANE‼️,133467,7692,1421,2026-05-21 02:54:49+03:00,0.7594
BULqi4Ipank,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,This is why you’re bad at saving money,1218,46,5,2026-07-07 20:12:40+03:00,0.7571
PoDHsrikmZ8,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #10 (The Personal Finance Show),4,0,1,2020-06-01 03:58:45+03:00,0.7547
urTDs4xbwBg,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Closing some profitable put spreads with IBKR,1989,19,6,2023-09-30 16:26:29+03:00,0.7542
CMOMzSb6dSE,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Dressy Lookbook | Raksi Monique,110,10,4,2018-01-26 01:00:00+03:00,0.7539
WF78UD4NvIY,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,5 Ways to Spend Money Wisely | Raksi Monique,43,11,0,2019-08-09 01:00:04+03:00,0.7531
rPEPljJZDaw,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,What's in My Bag| Raksi Monique,71,14,0,2019-04-05 01:00:05+03:00,0.7529
c-U5vOWvEYk,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update 9,3,0,0,2024-07-06 19:00:41+03:00,0.75
FuHxhvvBPkk,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,1 Lakh to 1 Crore with Compounding Magic | Realistic Plan to Build Wealth in 2026,3,0,0,2025-12-26 14:41:04+03:00,0.75
mFcxEr-czgk,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Budget (w/ example) | Raksi Monique,69,11,2,2019-04-19 01:00:03+03:00,0.7492
yhCzJvR4P5c,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Give Your Child a 18-Year Head Start — NPS Vatsalya Explained,230,12,3,2026-03-27 17:01:13+03:00,0.7492
mJrp04S7cB8,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,This Stock will hit $500‼️,132950,6873,1112,2026-05-19 01:49:54+03:00,0.7455
Y09Q5ps3gY0,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #17 (The Personal Finance Show),23,3,4,2020-07-23 04:28:54+03:00,0.7393
TpXQqzdqBB8,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Why give away your money to CRA // 7 tax tips for 2023,572,26,9,2023-12-19 02:18:02+03:00,0.7385
Nsg09njN4IE,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Which Canadian province has the lowest income taxes,2173,35,17,2023-01-18 02:56:02+03:00,0.7353
ogWabhU5IDE,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Best ETF Investing Strategies in 2026 (European Investor),125419,2647,93,2025-12-30 21:01:03+03:00,0.7311
Y9EPe56mUSU,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,What's In My Wallet??? 2025 Second Quarter 💳 Credit Cards I'll Carry & Why 👈,6808,300,60,2025-03-31 23:37:01+03:00,0.7308
xE93eZyWZrQ,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Superannuation India: The 29% Salary Tax Benefit Even CAs Get Wrong,2021,40,14,2025-12-09 17:00:24+03:00,0.7292
0QJ08T1Bd4E,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,2025 WHAT'S IN MY WALLET??? 💳 Credit Cards I'll Carry in the 4th Quarter,6315,270,41,2025-09-30 23:33:54+03:00,0.7264
AZVtJYMJ5QI,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,[LIVE] MyPF PodCat E00058: How to Make the Millionaire Choice with Tony Bradshaw,53,1,0,2022-04-28 17:35:06+03:00,0.724
BIs7VqPfCB0,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Live Within your Means (Make your Money Goals Easier to Reach) | Raksi Monique,44,7,5,2019-08-02 01:00:02+03:00,0.7166
9TAGlknXYW8,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Problem with Private Markets,232246,6894,625,2026-03-08 13:00:00+03:00,0.715
pLl1Y9bbU44,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,1 of my big stocks has an emergency‼️,76948,2849,200,2026-08-07 22:37:50+03:00,0.7145
jWkypjmxTAA,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,How One or Two Extra EMIs Can Save Lakhs on Your Home Loan,3,1,0,2025-12-24 13:53:01+03:00,0.7143
1VUo2PExyfI,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Casual DayTime Lookbook | Raksi Monique,113,27,9,2018-01-12 01:00:00+03:00,0.712
xIYskNB6QYY,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Want to Retire Early? Understand FIRE  #personalfinance #fireindia #financialindependence,282,7,1,2026-03-08 10:58:56+03:00,0.7116
bmp0LbpOGO4,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Dividend income received in November (QUESTRADE + IBKR),342,17,10,2023-12-05 02:00:29+03:00,0.7113
tMKdutjIfHw,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,18 Years of Investing Lessons in 13 Minutes (European Investor),148448,3890,236,2025-09-04 20:01:26+03:00,0.7105
n4pVMnocuFU,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,₹100/Month for Your Child Can Change Everything,195,8,1,2026-04-26 08:00:52+03:00,0.7096
EHuvFoYni_g,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,"Tax changes you probably didn’t know for 2024 // TFSA, RRSP, CPP & FHSA",457,21,6,2023-12-07 02:00:07+03:00,0.7083
U4D8A_8yANw,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Mutual Fund vs NPS: How to Invest 50% More on Day 1?,424,6,1,2026-01-23 06:45:03+03:00,0.7078
BtsPwDZCZYw,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Financial Terms you NEED to know (keep up with money talks) | Raksi Monique,53,4,0,2019-06-21 01:00:01+03:00,0.7048
5OwUA8N5-9o,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,Why the market just TANKED before close & what Im doing‼️,91516,3449,247,2026-06-17 23:16:29+03:00,0.7009
kk5_a94VOS0,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,"Stocks crashing‼️(AMD, MU, SNDK, SOFI) Do this now",85673,2914,513,2026-07-29 21:48:31+03:00,0.6988
of9_wpOhGWw,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Biggest Problem in Investing Right Now,228716,6306,643,2026-05-31 13:00:26+03:00,0.698
qm2e7nrksMk,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,"The Best Investment Strategies by Age in Europe: 20, 30, 40, 50, 60+",66680,1477,64,2026-06-11 18:45:19+03:00,0.6965
jKxYQjw3Svs,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,101 - How Does Someone Get Into Debt?,27,0,0,2024-07-06 19:00:36+03:00,0.6949
vYo2OtYgEzY,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,You absolutely NEED to have an Emergency Fund,653,37,18,2026-07-29 14:59:00+03:00,0.6854
y_EsgNkAu1s,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,3 Things I Would NEVER Do As A Chartered Accountant #financialliteracy,1091,32,6,2026-03-24 17:27:26+03:00,0.6852
gV9r3ISZrws,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Most Important Quotes in Investing,140683,5795,391,2025-08-17 15:01:14+03:00,0.6825
fRuGd2b7Sog,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW CREDIT CARD: JetBlue Premier Mastercard Review 2025 - New Premium Airline / Travel Credit Card,7663,251,58,2025-01-30 01:00:03+03:00,0.682
ueHMf8nowHg,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Channel Trailer | Raksi Monique,147,12,0,2017-12-12 23:30:00+03:00,0.6818
pXm29GoVlDM,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Why Do Financial Advisors Still Exist?,87528,2605,372,2024-09-28 17:00:55+03:00,0.6817
Bpj7L5VMRdo,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Will ARKK Recover?,96342,3162,310,2024-04-23 21:21:03+03:00,0.6774
aU7v87EhDBI,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Renting vs. Buying a Home: The Reckoning,226575,6763,1238,2026-02-22 13:30:00+03:00,0.6744
bbwf4XZl0I0,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,7 Hidden Benefits of PPF Nobody Talks About,148,11,2,2026-03-31 10:30:12+03:00,0.6682
_FYkaMYJVUM,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Create Savings Goals | Raksi Monique,45,8,0,2019-05-10 01:00:04+03:00,0.6677
N1veMDdx6xc,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Investment Portfolio Update July 2026,991,50,17,2026-07-09 22:23:14+03:00,0.6668
8_o-ciWkJog,UC8hRZgzTh25ZgpStQCBWOLg,Info Sphere - Personal Finance & Wealth Building,DRIVER SALARY STRUCTURE - Types Of Salary We Can Offer To Our Driver For Ola&Uber To Get High Profit,59213,584,74,2016-11-30 18:43:51+03:00,0.6624
zupYEeHuZE8,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Understanding the Canadian income tax brackets for 2022,1826,49,24,2023-01-05 02:00:09+03:00,0.6598
yMxyaLwDZvg,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,How much CASH I’m sitting on right now,83727,3249,226,2026-07-03 00:20:24+03:00,0.6585
yTg0RQGiPm4,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,New tax credits for 2023…and one lost!,326,19,2,2023-11-23 02:00:40+03:00,0.6565
DQAr1DeDIro,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Problem With Private Credit,88215,2535,178,2024-07-13 19:00:16+03:00,0.6524
QGzgsSXdPjo,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,"""Sequence of Returns Risk""",260185,7884,864,2025-03-16 15:00:37+03:00,0.6501
GgcHoEO8D1w,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Shared Ownership: The TRAP The Government Doesn't Mention,1164,41,26,2026-02-23 22:49:09+03:00,0.6489
Fs1wJfbltZA,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update 6,2,0,0,2020-05-03 21:12:40+03:00,0.6452
uUh8iVfc4HQ,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,93 - Darryl Brown,10,0,0,2019-08-01 12:36:35+03:00,0.641
uHuitqm_jIQ,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,4 Stocks EXPLODING HIGHER right now‼️ Are they great long term buys?,75868,3069,157,2026-06-26 21:13:57+03:00,0.636
5qvGncSDooA,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,I Compared The Top 5 UK ISA Providers,965,59,42,2026-03-31 19:00:06+03:00,0.6319
mM_8u2X-uXw,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Introduction To: Emergency Funds | Raksi Monique,52,12,0,2019-05-03 01:00:04+03:00,0.6258
Yts3o2EDO-Y,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Canada's New Evidence-Based ETFs,199095,4474,542,2026-04-26 13:00:00+03:00,0.6232
QyCQGuXdmcs,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Budget 2024: Capital Gains Tax is Increasing [Canada],85244,1406,352,2024-04-19 23:12:27+03:00,0.6177
_wMcPcAKdqo,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,SBI Cashback Card Cap Reduced | Is It Still Worth It? #sbicards #cashback #degrade,255,9,1,2026-03-03 18:00:58+03:00,0.6177
mok9zjQdWLg,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Am I in Avengers: ENDGAME?? | Raksi Monique,55,11,3,2019-04-26 01:00:12+03:00,0.6173
oEYz7KsLa6U,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"Broke an income record, Maxed out my Roth IRA, New sinking funds| July $ Update",7566,505,92,2026-08-03 00:09:23+03:00,0.6091
ih49ctOVqlI,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,"Before The Next Stock Crash, Watch This – 10 Lessons From History (European Investor)",65363,1662,58,2026-04-30 21:00:44+03:00,0.6061
5m7MF_XB0eE,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Set Goals (Like a BOSS)  | Raksi Monique,40,7,2,2019-07-12 01:00:00+03:00,0.6042
7_ZXRXxOklU,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Introduction to: Budgeting | Raksi Monique,57,9,0,2019-04-12 01:00:00+03:00,0.6019
Lq_RaOr0l6U,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS: Citi Changing/Devaluing Credit Card Point Values...Again?,4330,236,46,2025-05-20 23:38:05+03:00,0.5978
q6dso8o3gFg,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,3 Polish Stocks I'm Buying (And Why),710,43,32,2026-07-16 20:48:37+03:00,0.5951
KTK_jZZwHbw,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,What's In My Wallet 2025 3rd Quarter 💳 Credit Cards I'll Carry (and Some I Won't) 👈,6846,346,61,2025-07-02 00:05:52+03:00,0.5935
zD7EeaQoCX8,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,96 - Erin Lowry,8,0,0,2019-08-22 11:18:23+03:00,0.5926
EA8_ArJzwHY,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Pay Off Debt (using the Snowball Method) | Raksi Monique,43,6,0,2019-05-24 01:00:02+03:00,0.5907
3u7Jlbaw6F4,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How Taylor Swift Makes And Spends Her Millions,787506,17260,1108,2019-04-26 18:00:00+03:00,0.5896
Vpv_D9y_DOw,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Best Brokerages for Investing €100K+ (European Investor),35862,845,70,2026-07-16 20:45:01+03:00,0.5895
Q2duq0mmM2I,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Max out my Roth IRA with Me!,6632,595,44,2026-07-11 17:00:35+03:00,0.587
YwgJ186E6hQ,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Did you know these tax changes?,568,29,7,2022-12-21 02:00:15+03:00,0.5859
9wC1CwqVz0Q,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,WVA: How Financial Planner Samantha helped improve Shakiran's wealth protection planning,41,1,0,2021-11-20 05:46:28+03:00,0.5816
_o1mJ6exH2M,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: How to Start Trading,36,1,0,2022-02-13 23:08:23+03:00,0.5778
drlFAF7M0zM,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Bank of America Premium Rewards Credit Card : User Review,1249,32,6,2020-02-21 02:30:01+03:00,0.5726
xnZTCcm228E,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,All my dividend income for October,304,11,12,2023-11-11 02:00:42+03:00,0.5712
02S4kY_45co,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: 10 Simple Ways Towards Moneymalism,30,0,0,2022-01-30 23:05:23+03:00,0.5703
NTNZwrNhk8g,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Top 5 ETFs in the UK in 2026 (So Far) #etf #ukinvesting,560,31,10,2026-08-03 20:59:35+03:00,0.5657
-G7N_-cvEyo,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,Top 3 Best stocks to Buy Now (Mid/Late 2026),64129,2429,180,2026-08-12 04:28:14+03:00,0.5597
IdkcG5EgBHo,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,9 Ways To Save On Your Utility Bills,844,28,12,2026-03-30 22:29:13+03:00,0.5593
r9vYji99fhk,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Why Taking CPP Early Is (Usually) A Mistake,62861,1353,238,2024-04-10 21:43:58+03:00,0.5473
e2Qfs9AwH44,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,"What to Audit in Your Finances at 50, 60, and 70 (Before It's Too Late)",558,39,12,2026-07-26 21:45:01+03:00,0.5468
16eA5ebWMQQ,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Renting vs. Buying a Home: The Case for Owning,187717,4746,764,2026-07-12 13:00:20+03:00,0.5415
g-CTyzaK-bo,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Bought groceries. Got $25 back. 💰,6223,109,2,2026-05-30 17:00:29+03:00,0.5415
fgKipT53sgU,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #13 (The Personal Finance Show),2,0,0,2020-06-29 07:56:55+03:00,0.5405
rDxUPeyMqoA,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Achieve your goals more easily | Raksi Monique,32,6,8,2020-08-07 01:00:11+03:00,0.5387
45JhvmGMIcs,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,Salary pays your bills. Skills pay your dreams. Invest in yourself daily. #financialfreedom,2,0,0,2026-01-02 18:34:49+03:00,0.5385
TaEQZy09vhY,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,CEO On The Future Of The Four Technological Superpowers Of The World,5216,93,12,2018-02-02 01:06:20+03:00,0.5384
rD_OBXGM3JY,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Budget 2026–27 Explained: Salary Class Reality Check,262,8,1,2026-02-01 18:11:32+03:00,0.5374
BI2PLy2AgDk,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Ex-Wall Street Pro Answers Europe’s Biggest Investing Questions,53512,1633,102,2026-06-04 19:00:11+03:00,0.5351
Mzx15SbE5ds,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,2 UPI Safety Rules Banks Don’t Explain Clearly #upisafety  #personalfinanceindia #banksecurity,237,8,7,2026-01-29 17:25:43+03:00,0.5325
ZHplv0D9rmI,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,net worth update for June,5429,248,16,2026-07-06 21:03:28+03:00,0.5325
ulo0pOUEHCk,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Problems with FIRE (European Investor),78089,1725,187,2026-04-02 20:00:00+03:00,0.5242
Fjt_L0QUKaM,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,How to turn any stock into a GIC,749,34,34,2022-12-28 02:29:48+03:00,0.5201
6p6MXyGLqUk,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,how to sell options and play earnings / MSFT and SPOT put credit spread,196,4,3,2023-11-02 01:00:03+03:00,0.5195
c2QDqjjfh_s,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Cash etf's that pay 5% yield,304,12,5,2023-10-28 01:00:19+03:00,0.5157
M4kr4XHcdp0,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW CREDIT CARD: Citi Strata Elite Review 2025 - Is New Citi Luxury Travel Card Worth It at $595?,6790,270,68,2025-07-29 21:26:07+03:00,0.5155
