video_id,channel_id,channel_title,title,view_count,like_count,comment_count,published_at,outlier_score
LZ7v78l5wPc,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,Best 3rd Credit Card? I offer options to one specific cardholder --- See What He Chooses! 💳❓,3967,178,22,2025-05-15 23:56:43+03:00,0.5137
hAwNi_dndRg,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,my $450 mistake with this tsla call spread,278,10,6,2023-11-30 02:00:30+03:00,0.5091
WEClhtPD5Ko,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Truth About Investing at All-Time Highs,177762,5163,564,2026-06-28 13:00:00+03:00,0.5081
k4ml4AEds-I,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS: 2025 Chase 5% Freedom Flex Categories Revealed (4th Quarter) 💳 5%/5x Cash Back Credit Card,6206,254,64,2025-09-14 17:10:17+03:00,0.5075
DjWnRQR5mSw,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,WVA: 2021 December Market Outlook and Review,32,3,0,2021-12-17 06:56:18+03:00,0.5039
xu7kMpLbJJs,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Problem with Equal Weight Index Funds,135966,4294,544,2026-01-25 14:00:00+03:00,0.503
6yajB5-2dTQ,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"The Moneymalist Show: Saving vs Investing: Which Should You Do, How and Why?",35,1,0,2021-11-07 23:04:42+03:00,0.502
9Q7kAA6aiUc,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #14 (The Personal Finance Show),6,0,0,2020-06-29 08:30:08+03:00,0.5
hzhdSYdp7v8,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: How Inflation Deflates Your Money 💸,34,1,0,2021-11-21 23:02:32+03:00,0.5
zaUPdus_sdg,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,SpaceX IPO Explained in 11 Minutes | What UK Investors Need to Know (2026),2129,65,33,2026-06-09 19:51:22+03:00,0.4999
yzbQkGNfaiM,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,BEST CD Rates 2025 - Lock in 4%+ Interest While You Can!,5939,117,10,2025-01-29 01:09:36+03:00,0.4962
VbTocTi5NP8,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: Post-Election Effects on Your Finances💵🇲🇾,37,0,0,2022-12-03 04:36:47+03:00,0.4933
M3qvw7Ccie8,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,February & March Income and Expenses,2117,80,36,2026-04-07 22:15:31+03:00,0.492
NDBgS3pfsbY,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,9 habits to reduce financial stress,8942,509,46,2026-06-14 17:00:20+03:00,0.4873
d-pk-aVvVNs,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Shark Tank Investor Barbara Corcoran On Donald Trump As A Businessman | IGNITION 2018,746727,10122,2038,2018-12-19 19:00:04+03:00,0.4865
AKrVTEbOfoo,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Pension Myths - I Asked a Financial Advisor to Debunk These 5 Common Pension Myths,768,38,25,2026-03-25 21:42:37+03:00,0.4854
yHjrLshhc4U,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Why you should always file your taxes!!!,407,11,5,2023-12-24 17:00:39+03:00,0.4853
bsyhJTmTQU4,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"The Financial Doctor Show: Disiplin Belanja, Elak Suram Selepas Hari Raya 💰😔",31,3,0,2022-05-14 04:35:32+03:00,0.4814
-oMMjE_a7h8,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"Things didn't go as planned, my first personal spending | June 2026 Update",7879,407,53,2026-07-05 16:09:05+03:00,0.4804
nLwRDeFAB4U,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: How to Prepare for a Recession 📉,31,0,0,2022-11-05 04:37:49+03:00,0.479
6jxCTmVlfsE,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Goal Tracking: The Key to Successful Goal Setting | Raksi Monique,32,6,5,2019-07-19 01:00:02+03:00,0.4783
S7tRPsEzct8,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,NPS Tier 1: Unlock Hidden Tax Savings with NPS & Employer Contributions,290,9,0,2026-01-23 11:46:54+03:00,0.4764
VVNT6rvgKO8,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,Credit Unions vs. Banks - Are credit unions better than banks? What's the difference anyway?,6715,287,29,2025-01-16 01:19:17+03:00,0.4719
dXDdt3BJGs0,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,I Had NO Idea These Were FSA Eligible,5556,244,11,2026-07-10 17:00:37+03:00,0.4713
76uubyQp5XU,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,WOW: Unprecedented Chase Credit Card Spending Bonus Offer 👉👉👉 Did YOU Get This?,4029,190,24,2025-04-17 22:10:00+03:00,0.4712
DO5gwtYgriU,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,How to Manage Your Salary in Your 20s & 30s Build Wealth Early Without Sacrificing Fun 1,2,0,0,2025-12-25 11:01:17+03:00,0.4706
mS2h9FfYLYo,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,How the Strait of Hormuz Closing Hits YOUR Wallet - Cost of Conflict (& What To Do About It),668,42,17,2026-03-17 22:58:17+03:00,0.4622
zAPYLF38JIM,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: The Rise of Gig Economy,24,0,0,2022-06-18 04:37:30+03:00,0.4598
8miE8vZ-szY,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Grown-Up Money Behaviours: What SHOULD you be doing with your money? | Raksi Monique,28,4,2,2019-08-30 01:00:02+03:00,0.4574
9zcj5tu_zq0,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: What are Your Financial Goals for 2022?,28,0,0,2021-12-18 04:36:51+03:00,0.4531
NM4SsND6wJo,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,How does your salary compare to the rest of the UK?,1940,4,3,2026-06-05 09:01:04+03:00,0.4514
XG5ICn5z9e4,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEWS: FICO Credit Scores Get An Upgrade!,5372,314,37,2025-06-27 00:55:12+03:00,0.4502
mMSxOCA5hsc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Wedding cost break down 💍,8051,417,29,2026-05-10 19:33:26+03:00,0.4439
v_ulPghe-oA,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,I ❤️ sinking funds,8561,551,16,2026-05-16 22:07:45+03:00,0.4431
uT0lOYRBc5k,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,These are TERRIBLE investments - Why Do Europeans Buy Them?,110395,2159,105,2025-11-13 20:30:15+03:00,0.4429
jq1NJmSHgwc,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Worst Mistakes From 19 Years of Investing (European Investor),51326,996,37,2026-04-23 19:30:31+03:00,0.4426
34pdhEt6kH4,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,6% on your savings! Best Cash ISA rate,662,23,0,2026-03-25 15:58:44+03:00,0.4407
YgQ8f_WpylU,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,5 Reasons to Retire as Soon as You Can (for Europeans),29206,558,30,2026-08-13 19:45:31+03:00,0.4397
QVHstl71pLw,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"August Budget | New sinking funds, extra mortgage payment",6047,324,50,2026-07-26 17:09:02+03:00,0.4388
_9c-DkBFS3w,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Market Crashes (2025 Edition),187566,7501,900,2025-04-13 15:00:59+03:00,0.4344
4jxrk8iZqVg,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW CREDIT CARD: Booking.com Genius Rewards Visa Review 💳 No Annual Fee Travel Rewards Credit Card,4663,185,20,2025-08-14 23:47:37+03:00,0.4327
XIrABYcRNxM,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,"The cat doesn’t need to chase mice anymore, it has passive income #cats #passiveincome",488,16,1,2026-07-19 21:58:41+03:00,0.4245
9Zt5HvRoh_4,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,What I spent in my birthday week 🎂,6300,384,15,2026-07-20 20:06:21+03:00,0.4234
WauN3IAtcJM,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,What Is Swing Trading? | Personal Finance Insider,3256,47,5,2022-05-21 19:00:14+03:00,0.4208
M-2QMTRYBiU,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,The 1% Rule: How Small Habits Build Wealth in Your 30s,1802,76,13,2026-04-16 19:13:14+03:00,0.4161
dbBZeNkrQ0M,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,2026 Mid-Year Budget/Spending Check-In,5848,261,40,2026-07-15 18:17:39+03:00,0.4136
FTANaMmb0qA,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Shop Online (on a BUDGET!!) | Raksi Monique,57,10,0,2018-02-02 01:00:01+03:00,0.4089
aN2R4EOXbiQ,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,How Much I Made (And Spent) In April and May 2026,671,49,16,2026-06-23 19:12:26+03:00,0.4064
SpnWlvUnuks,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: Managing Your Money During Inflation,23,0,0,2022-07-16 04:36:43+03:00,0.4064
iXCY-SmtSgk,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Child Plans Sound Safe But There’s a Hidden Risk #childplans  #personalfinanceindia  #indianparents,240,7,1,2026-02-17 13:30:24+03:00,0.4055
OguTXEnxJqk,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Canadian Bank Financial Advice,68818,2509,280,2025-08-31 15:00:41+03:00,0.4045
1sV_3OvQyFI,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,2025 Was Nut(s): A Canadian CIO's Review,99153,4815,364,2025-12-28 14:00:03+03:00,0.404
SVAy05sBjaY,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,After Hours Coffee Chat - February 2026,734,75,31,2026-02-26 19:00:45+03:00,0.4024
5IRvkOLnhgQ,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Turn Clutter Into Cash! Introduction to Decluttering,49,6,2,2019-11-21 16:16:58+03:00,0.3964
muaYvq4pOO4,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Short strike from a put spread got assigned,605,24,12,2022-12-29 02:00:17+03:00,0.393
wH279hwW6FE,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: Protecting Your Assets During Disaster,26,4,0,2022-03-12 04:39:30+03:00,0.3886
USJLQsl28zc,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: The FOMO is Real,40,0,0,2022-04-10 23:06:16+03:00,0.3854
TajdJ8kFFNU,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Wharton Professor Picks His City For Amazon's New HQ,3328,15,2,2018-02-09 00:00:02+03:00,0.3823
xIaB-nypEi8,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,What The Blockchain Hype Is Really About When It Comes To Technology,1386,30,1,2018-02-21 23:26:29+03:00,0.3817
_N3NVisDDVU,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,NFLX and TSLA earnings trade,224,6,10,2023-10-26 01:00:30+03:00,0.3783
L7hTprbN4a8,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Quarter 2 2026 | Net Worth Update & Goal Progress,5567,262,25,2026-07-07 23:54:43+03:00,0.3781
pvI6_X7WS7M,UCUmkohNO9C1P0asCjedURvw,Personal Finance for Teens,Insurance 101,54,3,0,2020-04-29 06:58:03+03:00,0.3759
NmQf-9pZmnc,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,"VLOG#1 |* Long Lines, Green Tea and Missing Stores *| Raksi Monique",393,8,3,2015-05-15 05:45:39+03:00,0.3727
TWf8t6xk_fU,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,I want to understand my Canadian tax return,193,6,1,2023-11-18 02:00:10+03:00,0.3715
gDXSXNP1UbY,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Truth About Millionaires That Nobody Tells You (Europe),34704,869,24,2026-05-28 19:00:30+03:00,0.3695
gY225CEObO4,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Republican Power and Stock Returns,70980,3081,354,2024-11-24 16:00:55+03:00,0.3687
KRolnOPH89c,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How To Buy A Stock,350485,4552,340,2021-08-31 00:10:27+03:00,0.3685
VN0vG2zahr8,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Hotline Show: Financial To-Dos for Your Holiday ✈️ 💰,19,0,0,2022-06-04 04:35:52+03:00,0.364
nrqfKgVGr68,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The ONE Investing Strategy Millionaires Use (Europe),62345,1326,51,2025-12-25 20:45:03+03:00,0.3604
_a02pq6F0Zc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"$10k month, Beach trip, Working on a Project | June 2026 Budget",5197,296,56,2026-05-31 17:00:20+03:00,0.3602
CjPJZLLKTGs,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,CEO Of Chain On What People Get Wrong About Blockchain,3562,98,11,2018-02-01 00:07:03+03:00,0.3554
iSVZWWpnqDM,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Biggest Investing Myth,71004,2488,139,2025-11-15 00:00:53+03:00,0.3544
Za8b7bXxgLY,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,12 Things to Check Before Buying an ETF (European Investor),56012,1495,34,2026-04-09 20:00:49+03:00,0.3537
lMdGA0ePXzI,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Comparing U.S. Equity ETFs: VTI vs. DFUS,94658,2698,408,2025-08-03 15:01:22+03:00,0.3528
5f38g5jLUBI,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,The Credit Card Ten Commandments,3742,235,64,2025-10-08 23:44:07+03:00,0.3516
KXw0PGZ-0gk,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"Married Life Q&A: Prenup, Budgets, and Our Future",6992,355,72,2026-05-24 20:09:36+03:00,0.3504
4LPRQaG83Ls,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How ESG Metrics Work And Why All Investors Should Care,377845,4195,534,2018-05-07 21:39:51+03:00,0.3497
Pf-4qkq65D8,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Zakat dan Perancangan Kewangan,30,0,0,2022-04-16 01:04:51+03:00,0.3472
7di9iZANENU,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"My $163,218 net worth breakdown",5514,226,15,2026-06-11 02:23:18+03:00,0.3445
t91co2EQsrM,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,GLAM Fashion Nova Haul with Pics!! | Raksi Monique,362,21,4,2017-12-01 01:00:05+03:00,0.3432
T0AB_H-962w,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: Making Dreams & Money Work Together 💰🕺,20,0,0,2021-12-05 23:02:01+03:00,0.3413
Nc59VKMKzHA,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Buyback Explained: Real Opportunity or Costly Mistake?,92,7,1,2026-04-17 14:30:20+03:00,0.3397
GJcg4a7ANJs,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,7 Bank Products That Quietly Destroy Your Wealth,107,8,2,2026-03-24 16:30:16+03:00,0.3337
0c7Wrb6fG5U,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Hartanah Lelong untuk Bersara Awal: Realistik atau Tidak? 🤔🏠,23,0,0,2021-11-13 04:39:41+03:00,0.3327
P7FX9LgnGLU,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Ex-Banker Reveals 11 Little-Known Investing Lessons for Europeans (2026),49004,1288,41,2026-01-08 21:00:34+03:00,0.332
JAA3ZEO9lqo,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,my money hot takes,4035,132,10,2026-08-05 18:25:45+03:00,0.3314
IWyHCLNabe8,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,My highest income month ever 🫢,3780,342,33,2026-08-12 22:21:23+03:00,0.3274
5SxnscdTXao,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,4 Things I Will ALWAYS Spend Money On,1395,53,11,2026-04-15 18:36:00+03:00,0.3209
iJuQsKHRN0I,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,"Smart Valor CEO On The Tokenization Of Everything, ICOs And Bitcoin",955,8,0,2018-02-21 02:55:32+03:00,0.3202
AQggjIQapFg,UC8hRZgzTh25ZgpStQCBWOLg,Info Sphere - Personal Finance & Wealth Building,INCENTIVE PLANS OF OLA AND UBER!!  ओला और ऊबर के ईंसेंटि्ज  स्किम्ज,29955,188,49,2017-01-03 20:21:31+03:00,0.3201
xRR3mQ8L9YY,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,SBI Cashback Card Cashback Reduced | Time to move on? #sbicards #cashback #creditcard,79,7,1,2026-03-30 13:30:34+03:00,0.3193
oACbze6TBR0,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,My April Net Worth Update 📊 #money #financialgoals #shorts,6373,320,23,2026-05-08 20:02:21+03:00,0.3192
tQNxpGGSqeA,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,"This Valentine, Gift Yourself 50% Growth on Day 1",185,6,1,2026-02-13 15:38:46+03:00,0.3158
7lAsJMqjUw0,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Why Canada Pension Plan Skeptics are Wrong,66356,1949,379,2024-12-08 16:00:14+03:00,0.3157
UFvUkbGH7rk,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,5 Salary Form Mistakes That Impact Your Take-Home Pay and Long-Term Compounding,126,10,3,2026-03-13 16:30:38+03:00,0.3129
